name,ratings,date,helpful,comment,developer_comment
esther,1,2021-04-06,67,휴대폰 새로 바꾼후 (번호 변경 없음) 라인 로그인이 안되서 비번변경 url 메일로 받아서 비번 변경 후 라인 접속 해도 계속 비번이 틀리다는 팝업만 확인되네요. 벌써 이게 몇번째인지... 확인 좀 부탁 드려요.,
황오택,5,2021-04-05,1,최고!!!!,
사라져코로나,1,2021-04-05,1,업데이트는 뒤지게 많이 하면서 좋아지는건 없네,
라라,3,2021-04-05,0,짱이에요,
전민기,5,2021-04-05,0,이영훈 형,
수지,3,2021-04-05,2,테마가 코인으로 사야되서 아쉽구요 코인도 돈내야 얻을수 있는거라 아쉽네요 그리고 잠금이 비밀번호만 되서 아쉽네요,
sh k,5,2021-04-05,1,여기지금리뷰난리가났네 지금너희핸드폰에문제가있다고는 생각안하니? 폰을새로사거나 고쳐도문제가있으면 진짜 이게 고장난앱인걸인정할께그렇게화낼꺼면 이앱을쓰지마 그리고앱만드는게얼마나힘든지는알고이야기하는거니? 또이런리뷰달림신고할줄알아라,
미츠바[三葉],1,2021-04-05,1,라인아 밴드좀 닮아라 밴드는 친절하게 댓글에 댓글 달아주고 잘못된거 고칠라고 노력한다는데 닌 뭐니...ㅠㅠ 왜 말이없니....노답,
서수현,2,2021-04-05,7,상단바 푸시알람 왜이래요. 내려오다 말잖아요.,
곽두팔,1,2021-04-04,1,앨범에 사진이 안올라가져요,
민서,1,2021-04-04,7,비밀번호 재설정했는데 자꾸 재설정한 비밀번호가 틀렸다하네요 진짜 개빡치게 5번했어요 라인님들 제가 혹시 틀렸을까봐 재설정한비밀번호 하나하나 확인하면서 쳤는데 하나도 안 틀렸더군요 진짜 개빡치게하지마시고 앱개발좀하세요,
Hyeri Jung,2,2021-04-03,0,Signal bagus tp ntah knp gk bs kirim pesan tolong diperbaiki y,
도주혁,3,2021-04-03,0,페북으로 로그인 어떻게 하죠ㅠ,
네일하은,2,2021-04-03,22,계정 하나 더 만들 수 있게 업데이트 좀 안돼요?,
서미희,1,2021-04-03,15,왜 갑자기 라인이 주고받고가 안되는지 모르겠어요 29일이후로 아예 먹통이네요 해결방안을 내놓던지 해야지 몇년동안 썼는데 답답하네요,
유댕,1,2021-04-03,1,태그 왜 안 됨? 망했나 ㅋㅋ,
박수미,5,2021-04-03,1,편리하네요❤️,
최주은,1,2021-04-02,0,비밀번호 잊어서 메일을 보냈는데 안와요!!!,
gom ting,1,2021-04-02,0,라인 왜 안됨??,
Josujin Jo,1,2021-04-02,13,네트워크오류로 안되시는 분들 재부팅해보세요ㅠㅜㅜ 재부팅햇더니 돌아왓어요 언제 또 오류날진 모르지만... 얼른 오류수정 좀 해줫으면 ㅠ,
문달봉,1,2021-04-02,1,기기변경으로 인해 재로그인 할려는데 전화인증 할려니 잠시 후에 하라는데 벌써 일주일째인데 언제 해주실려나요?,
ism,1,2021-04-02,3,밑에분들이랑 같은 증상 네트워크 오류라고 안되서 다시 깔았더니 열리지도 않음,
Jaeyoon Kim,1,2021-04-02,11,비밀번호 입력창에 비밀번호 기입후 엔터를 할 수 없어서 로그인을 하지 못한다.. 이렇게 거지 같은 앱을 배포하다니..,
신매미,1,2021-04-02,1,와이파이 빵빵한데 자꾸 네트워크 없다고 메시지 안보내져요ㅠ 이런지 이삼일째,
이냠냥,5,2021-04-02,3,너무 재밌이고 좋아서,
변돌쇠,1,2021-04-01,1,사람들 이거 솔직히 왜까는지 알아요? 성관계 맺을라고 하는거에요 ㅋ,
정은수,1,2021-04-01,0,오류가 심하군,
서울꿀빵,1,2021-04-01,4,별 한개도 아깝네 와이파이 연결됐는데도 네트워크 연결이 안된다고 나오네,
은갈치,1,2021-04-01,1,오류좀 고쳐라 쉬밥,
륭몬,1,2021-04-01,1,아니 갑자기 안된다고여 머에여 돌려놔주세여,
최병철,5,2021-04-01,0,자동번역까지 넘좋아요,
박예빈,1,2021-03-31,1,비밀번호를 바꿧는데도 왜 로그인이 안되는거죠 진심 짜증나네요,
김미희,5,2021-03-31,0,오우,
서엘,1,2021-03-31,0,14세미만 심기 불편 ㅠㅠ,
냥이,1,2021-03-31,1,지금 몇달째 라인가입을못하고있어요.... 인증오류 때메,
쏘우,1,2021-03-31,0,앱 안깔려요 ㅡㅡ,
wicked park,5,2021-03-31,0,카카오톡 처럼 라인도 갤럭시탭 멀티로그인 지원해주세요,
디레,1,2021-03-31,1,나만 메시지 보내기 안됨?,
장선영,5,2021-03-31,0,라인 너무 좋아요,
사랑아,5,2021-03-31,0,평하고좋아여 감사합니다,
이인호,5,2021-03-31,0,아주좋아요,
유별,1,2021-03-31,64,라인이 종종 멈춰요 갑자기 오지도 않고 가지도 않아서 대화하다 갑자기 뒷북 치는 놈이 되는데 참을 수 없네요 와파 문제도 아니고 데이터 문제도 아닙니다 갤럭시S10 이용자 중이고 삭제했다 다시 깔아보기까지 했어요,
윤지현,1,2021-03-31,0,태그기능 살려주세요,
지혜의빛,1,2021-03-30,6,"아니!저기요!아니,비번눌렀는데 또 비번인거 뭡니까?!아니 이거 로그인 만들거면 쉽고 간단하게좀 만드세요!별꼴이야진짜 제수없어",
亞蘭,3,2021-03-30,0,通話の質が悪い。韓国から日本にかけた場合、着信すら鳴らないらしい。改善を。,
정혜영,1,2021-03-30,4,갑자기 라인이 안되요ㅡㅡ,
김김,1,2021-03-30,3,핸드폰으로 페이스북 로그인하는데 먹통이에요. 빨리 해결해주세요. 갤럭시 10 5G 입니다.,
신림남자왁싱개인왁서쿤,1,2021-03-30,8,알림문제 저만그런게아니군요 백그라운드정상작동되는데 먹통알림 엄청자주심하네요 카톡은 단한번도안그러는데..심지어 카톡은 백그라운드미실행때도 정상적으로알림옵니다,
윤혜인,1,2021-03-30,6,업데이트를하지말던지 계속 먹통 되고 안뜨고 짜증나네 지금 재설치만3번째,
Alice CarlyleCullen,1,2021-03-30,2,라인아 라인아 채팅방들좀 잘봐라. 카톡오픈채팅방에서부터시작하여 라인으로넘어온뒤 아주 범죄의 창구가 되었단다. 성적으로도노시고 난리도아니란다. 범죄의 창구가 되어간단다......,
Regina Maria,1,2021-03-29,0,라인 왜 이렇게 🐕같은...,
JH BB,5,2021-03-29,0,조아용,
이의정,1,2021-03-29,90,pc와 앱 둘다 사용하는데 어플상에서 데이터에 문제가 없음에도 정상적으로 처리하지 못했다고 뜨네요...분명 단톡방 대화가 알람이 오는데 들어가보면 먹통이에요....방법이 지웠다가 다시 설치하는방법밖에 없나요?ㅠㅠ,
이은경,5,2021-03-29,0,이솔이아빠,
Google 사용자,2,2021-03-29,3,이거 라인플레이 라인 계정으로 했다가 이메일 인증 안 돼서 작년부터 지금 까지 못 하고 있어요ㅜ 인증메일이 왜 안 오는 거죠 ?;;,
Haidy Army,5,2021-03-29,0,너의 요리는 달았었다 나는 내 삶에서 너를 사랑해 🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺,
아랫장터촌놈,1,2021-03-29,2,되는게 아무것도 없네... 업데이트해도 그대로네...,
집사랑,1,2021-03-28,33,알람설정 다되어있는데 알람안울리고 빨간색점도 없음 한두번이 아님 또 메시지온거보고 라인접속했는데 메시지 온거 안보이고 내가 메시지보내도 튕김 이또한 한두번이 아님 어플을 재시작해도 안되고 휴대폰 재부팅하면 정상작동할때가 많음 카톡이랑 다른 용도로 쓰고 있어서 카톡사용할수도 없어서 욕하면서 쓰는 중,
쭈니,1,2021-03-28,6,일시적인오류가 1년동안걸리나요? 아예 기능이안되네요,
최유경,1,2021-03-28,5,왜 오류로 메세지 전송등 아무것도 안되는거죠?,
wn Da,1,2021-03-28,14,해시태그가 사라지다뇨. 이게 뭔가 싶네요. 다시 살려주시길,
[체리Charry],5,2021-03-27,0,짝남이랑 영통으로 게임 하기도 좋고 편하네요!,
강원도,1,2021-03-27,2,제작자님 그거 알아요? 초딩이나 중딩이 이거 사용하는 이유가 ㅈㅈ공유하고 노예구하고 해서 그렇게 써 먹으던데?,
Jae Kyung Choi,1,2021-03-27,3,한국에있는 가족들하고 연락하려고 하는데 전화신호자체가 가질않네 빨리고쳐 졌으면 좋겠네요,
사마懿,4,2021-03-27,1,라인이좋다합니다.,
나혜야,5,2021-03-26,3,재가입이 안되는데 방법이 없을까요,
인유경,5,2021-03-26,0,재미따 카톡가타요,
정용,1,2021-03-26,3,비밀번호 재설정하는데 메일이 오지를 않네요 나만 이런가,
hangyu Kang,4,2021-03-26,2,보안설정때문에 애먹음,
김라라,1,2021-03-26,2,가입하려 했더니 정필진이라는 사람이 제번호로 계정을 쓰거 있어요 모르는 사람인데 이럴땐 어떻해야하나요 ? 그리고 새계정으로 가입하려 하니깐 비번 설정이ㅜ안되요,
jungmin Lee,1,2021-03-26,1,이메일 왜안오나요 비번도안먹고,
JungYoon Park,1,2021-03-26,9,비밀번호 잊어버려서 메일로 임시번호 발송했는데 메일로 안와요... 스팸메일함에도 없고 메일 자체가 안옵니다,
전제욱,1,2021-03-26,1,2달에한번씩 오류발생,
손창호,5,2021-03-26,0,이모티콘이 너무 예뻐요~~^~^,
Wisdom S,1,2021-03-25,5,라인 톡이 안가요.. 작성했던 노트나 포토도 일시적 오류로 불러 오지 못한다고 하고요...,
멜루,5,2021-03-25,0,음안좋음신고중,
옐로우카라,1,2021-03-25,13,리뷰 보니깐 나만 그런 게 아니네. 폰 이상한 줄 알았는데 폰 바꿔도 똑같음. 깨톡 안쓰려고 이거 쓰는 건데 알림이 계속 안 와서 사람들이 자꾸 깨톡으로 하자고 그러잖아 씽.,
金台熙,1,2021-03-25,0,이전에 잘 되면 것이 며칠 전부터 계속 다운됩니다. 안 됩니다. 갤럭시노트 8입니다,
권쏭,1,2021-03-24,2,계속먹통인데 왜이럽니까? 개발자분 손좀보세요 제발~ 다시깔고싶어도 리뷰에 이젠 가입도 제대로 언된다하는데...,
박지연,1,2021-03-24,4,어 소리가 끊기네여 음질도 안좋고,
Qouak,1,2021-03-24,0,태그 좀 고치세요,
E.K JO,3,2021-03-24,44,사용한지 6년 이상 되어 비밀번호 갱신을 위해 메일을 보냈으나 오지 않네요. 용량이 꽉찬것도 아니고 스팸설정 한 것도 아닌데. 아무것도 사용할 수가 없는 상태입니다. 비번재설정하는 다른 방법을 개발하셔야 할 듯...설치삭제요...,
イムジヒョク,3,2021-03-24,2,잘 사용하다가 오늘 갑자기 실행이 안됩니다. 왜이런가요?,
선물,1,2021-03-24,0,계정등록하려는데 제번호를 전에쓰신분이 라인을쓰셨는지 모르는분이 쓰고계셔서 제가 가입을 할수가 없습니다 ㅠ,
oO재리Oo,5,2021-03-23,7,재가 요번에 친구 연락처를 추가했는데 이 앱에 그 친구 이름이 써져있는 분이 계셨는데 알고보니까 모르는 사람이더라고요. 그레서 친군줄 알았다가 모르는 사람이여서... 그레서 연락처로 친구 추가 될때 자동추가 말고 그냥 친구 추천에 뜨면 좋겠어요. 혹시나 그런 기능이 있는지 좀 찼아보겠습니다 다른건 괜찮습니다 일단별점 5개,
김태Soo,1,2021-03-23,0,설치도 안되는데요 오류수정좀,
Hannah Lee,1,2021-03-23,0,앱 알림오류가 계속 있어서 지우고 다시 깔려고 하는데 다운로드 할 수 없음 이라는 팝업이 뜹니다. 어떻게 해결해야 하나요?,
임혜성,2,2021-03-23,0,먹통이 됐을때 구글스토어-메뉴-내 앱/게임-최신업데이트 확인 눌러주면 라인 먹통이 풀릴때가 있어요,
김태길,4,2021-03-23,0,좋와요,
장윤정너무좋다,1,2021-03-23,0,왜.안.깔.아.져.요.????,
Leo's Korean,2,2021-03-23,63,요즘 라인 알림이 안옵니다. 지웠다가 깔아도 마찬가지입니다. 휴대폰 배터리관련 설정도 다 해보고 알림설정도 다 했는데 앱에 들어오고 나서야 알림이 뜹니다. 빨리 해결좀 부탁드립니다.,
S W,1,2021-03-23,1,업뎃이후로 강제종료되고 구동이잘안됩니다,
박대솔,1,2021-03-23,0,이거 왜 자꾸 안들어가지고 지 혼자 다운이될까요..？,
쒜리,5,2021-03-23,0,다운로드가 너무 느려요;;; 완전 별로임!!! 깔아보세요 다들,
박하민,1,2021-03-23,0,아니 채팅이 안보내짐 해결책있음?,
Jjcircle,1,2021-03-22,0,아니 왜 나는 톡이 보내지는데 상대방은 못보는거예요?? 구래서 지웠다 깔면 일시적으로 로그인을 할 수 없다고 나오네요;;; 뭐 어쩌라는건가요,
Seon Hee Jeong,1,2021-03-22,0,무슨 오류가 이리도 심한지...,
심심융,1,2021-03-22,3,There was news that LINE Messenger`s privacy information leakage last week. Line's China Development cooperation company could have inquired LINE user's privacy data. it seems to be treated security too lightly Even though it is a messenger company. Because Chinese Companies must follow the government when the government requests company's data.,
Mohammad Karami,5,2021-03-22,0,이란에서 그의 프로그램 모하마드 점령,
Kim Tae Jin,1,2021-03-22,1,느려,
Jeongmim Park,2,2021-03-22,16,"지난주부터 먹통현상이 자꾸 발생하고 있습니다, 몇번 지웠다 다시 까는데도 동일 현상 반복이네요...라인앱상에서는 고객센터등 기타연결 자체도 안됩니다.",
KIM DAVID,1,2021-03-21,8,업데이트후에 이상증상 메시지 알람은 들어와 있는데 채팅방가면 30초후에 메시지를 보여주네요. 이런 버그는 좀 황당하네요,
이Lee이 정훈,5,2021-03-21,0,ㅕ해햐ㅓ,
김기린,1,2021-03-21,3,이거 왜 안돼요.. 메시지 온 것도 안들어오고 보내지지도 않아요,
배종민,1,2021-03-21,2,비밀번호 재설정 메일이 오지 않습니다,
홍종현,1,2021-03-21,30,요새 라인이 자주 먹통이 됩니다. 두 번이나 지웠다 깔았습니다. 전엔 이런일이 한 번도 없었는데 요 한두달새 두번이나 그럽니다. 앞으로도 이러면 앱을 지워야 할 것 같습니다,
김수루수루,1,2021-03-21,1,서버나 터졌나 어쨌나요 뭔 알수가없네요,
으억이,5,2021-03-21,2,아재들만 뜨는 오류ㅋㅋ,
ZERO EUN,1,2021-03-21,2,뭐 갑자기 걍안되는데?? 이거뭐임;;;뭐지...뭐이런경우가...잇지?,
이랑,5,2021-03-20,0,짱☆,
Minyoung Kim,3,2021-03-20,13,라인통화후에 메세지 수신기능은 없애주세요. 이번 업데이트후에 새로 추가된건지 모르겠는데 사용하는 입장에서는 쓸데없이 한번더 확인해야하는 공수만 드네요,
김지훈,2,2021-03-20,0,이런어플 아직도있네요,
김지호,1,2021-03-20,0,정말별로네요!!정말 별~루야,
김경수,2,2021-03-20,1,메시지 와는데 갑자기 알림이 안떠서 친구가 화났어요.,
옥동호,1,2021-03-20,1,실행 자체가 안되네요...,
노래제목,3,2021-03-20,1,통화 품질 떨어집니다. 예전 버전에는 통화하면서 음악듣기도 가능했고 음질도 좋았는데 업데이트되면서 싹다 엉망이 된건 왜인가요?,
황채윤,5,2021-03-19,0,재미있고 이모티콘도예 뻐용 재미있는라인,
딸기천사,1,2021-03-19,9,"사진도 제대로 안보내지고, 블루투스 켜져있으면 연결된 기기가 없어도 전화 소리가 매우 작습니다",
쫑튜브,1,2021-03-19,1,네트워크오류 뭔가여 ㅡㅡ,
임현지,3,2021-03-19,0,업무용으로 깔아 사용중인데 랙이 심하게 걸리구요 로그인부터 봉착이였습니다. 처음 사용해 첫 로그인 인데 너무 많이 했다고 안된다네요..;;어이가 없네요,
정애란,4,2021-03-19,6,라인 사용하기 너무 좋긴합니다 그런데 단체 그룹콜할때 벨소리가 안나고 '띠링' 하면서 문자온것처럼 알림 소리 한번만 나서 콜에 못들어 오는 경우가 있네요 벨소리 나게 해주심 좋을것같아요,
J Rreekk,1,2021-03-19,0,"로맨스 스캠 등 각종 국제 사기 통로 역할을 하는앱, 경찰서 신고하고 라인측에 공조수사 요청해도 수사협조도 다 거부하는 사기꾼들 보호하는 앱 ㅆㄹㄱ 그자체 채팅창에서 신고해봐야 아ㅡ무런 조치도 안함. 버튼만 만들어 놨을뿐 무용지물 . 진심 사기꾼 양성소 사기꾼든의 성소, 쓰레기앱",
전예지와 예라,5,2021-03-18,9,넘 좋아요 아이폰이랑 렉 안걸리고 영통 할 수있어요 이앱 강력추천합니다,
최성원,1,2021-03-18,1,라인 아이디 검색 왜 안 됨?,
827 0.,1,2021-03-18,141,"제발... 라인 사진 저장할 때 ""일시적인 오류로 사진을 저장할 수 없습니다."" 몇 백번이나 뜨는데 안고치실 건가요? 이거 2021년 올해 뿐만아니라 제작년, 작년 부터 있었는데 고치실 생각을 안하시네요. 오류가 사진 저장할 때마다 나타나니까 저장하고 싶은 사진이 있어도 저장을 못해서 겁나 불편합니다",
